pizza_name_id,quantity,order_date,pizza_category
bbq_ckn_l,1,2015-01-03,Chicken
four_cheese_m,1,2015-01-03,Veggie
pep_msh_pep_s,1,2015-01-03,Classic
prsc_argla_l,1,2015-01-03,Supreme
cali_ckn_l,1,2015-01-03,Chicken
ckn_alfredo_m,1,2015-01-03,Chicken
sicilian_s,1,2015-01-03,Supreme
southw_ckn_l,1,2015-01-03,Chicken
big_meat_s,1,2015-01-03,Classic
cali_ckn_m,1,2015-01-03,Chicken
ckn_alfredo_l,2,2015-01-03,Chicken
bbq_ckn_s,1,2015-01-03,Chicken
bbq_ckn_l,1,2015-01-03,Chicken
sicilian_s,1,2015-01-03,Supreme
spicy_ital_m,1,2015-01-03,Supreme
veggie_veg_m,1,2015-01-03,Veggie
four_cheese_l,1,2015-01-03,Veggie
ital_cpcllo_l,1,2015-01-03,Classic
ital_veggie_l,1,2015-01-03,Veggie
soppressata_l,1,2015-01-03,Supreme
big_meat_s,1,2015-01-03,Classic
ckn_alfredo_l,1,2015-01-03,Chicken
ckn_alfredo_m,1,2015-01-03,Chicken
the_greek_xl,1,2015-01-03,Classic
calabrese_m,1,2015-01-03,Supreme
ckn_pesto_l,1,2015-01-03,Chicken
ital_supr_l,1,2015-01-03,Supreme
the_greek_xl,1,2015-01-03,Classic
cali_ckn_s,1,2015-01-03,Chicken
cali_ckn_l,1,2015-01-04,Chicken
ital_veggie_m,1,2015-01-04,Veggie
pep_msh_pep_l,1,2015-01-04,Classic
the_greek_s,1,2015-01-04,Classic
spicy_ital_l,1,2015-01-04,Supreme
cali_ckn_s,1,2015-01-04,Chicken
ckn_alfredo_m,1,2015-01-04,Chicken
prsc_argla_s,1,2015-01-04,Supreme
napolitana_m,1,2015-01-04,Classic
pepperoni_s,1,2015-01-04,Classic
spicy_ital_l,1,2015-01-04,Supreme
cali_ckn_l,1,2015-01-04,Chicken
spinach_fet_s,1,2015-01-04,Veggie
pepperoni_s,1,2015-01-04,Classic
ital_cpcllo_l,1,2015-01-04,Classic
four_cheese_l,1,2015-01-04,Veggie
ital_cpcllo_l,1,2015-01-04,Classic
ital_supr_m,1,2015-01-04,Supreme
mexicana_s,1,2015-01-04,Veggie
spin_pesto_m,1,2015-01-04,Veggie
green_garden_s,1,2015-01-04,Veggie
bbq_ckn_m,1,2015-01-04,Chicken
five_cheese_l,1,2015-01-04,Veggie
hawaiian_l,1,2015-01-04,Classic
classic_dlx_m,1,2015-01-04,Classic
spinach_fet_s,1,2015-01-04,Veggie
spicy_ital_m,1,2015-01-04,Supreme
bbq_ckn_l,1,2015-01-04,Chicken
five_cheese_l,1,2015-01-04,Veggie
peppr_salami_m,1,2015-01-04,Supreme
the_greek_s,1,2015-01-04,Classic
four_cheese_l,1,2015-01-04,Veggie
sicilian_s,1,2015-01-04,Supreme
pep_msh_pep_s,1,2015-01-04,Classic
ckn_alfredo_s,1,2015-01-04,Chicken
ital_supr_m,1,2015-01-04,Supreme
napolitana_m,1,2015-01-04,Classic
thai_ckn_l,1,2015-01-04,Chicken
bbq_ckn_l,1,2015-01-04,Chicken
bbq_ckn_m,1,2015-01-04,Chicken
southw_ckn_s,1,2015-01-04,Chicken
classic_dlx_l,1,2015-01-04,Classic
bbq_ckn_m,1,2015-01-04,Chicken
the_greek_m,1,2015-01-04,Classic
ital_veggie_s,1,2015-01-04,Veggie
ital_veggie_l,1,2015-01-04,Veggie
prsc_argla_l,1,2015-01-04,Supreme
spin_pesto_s,1,2015-01-04,Veggie
thai_ckn_m,1,2015-01-04,Chicken
cali_ckn_l,1,2015-01-04,Chicken
napolitana_s,1,2015-01-04,Classic
prsc_argla_s,1,2015-01-04,Supreme
bbq_ckn_m,1,2015-01-04,Chicken
spinach_supr_l,1,2015-01-04,Supreme
spinach_fet_s,1,2015-01-04,Veggie
ckn_alfredo_m,1,2015-01-04,Chicken
ital_supr_s,1,2015-01-04,Supreme
napolitana_m,1,2015-01-04,Classic
cali_ckn_m,1,2015-01-04,Chicken
classic_dlx_l,1,2015-01-04,Classic
green_garden_m,1,2015-01-04,Veggie
green_garden_s,1,2015-01-04,Veggie
spin_pesto_l,1,2015-01-04,Veggie
ital_supr_l,1,2015-01-04,Supreme
thai_ckn_m,1,2015-01-04,Chicken
four_cheese_m,1,2015-01-04,Veggie
sicilian_m,1,2015-01-04,Supreme
spinach_supr_l,1,2015-01-04,Supreme
calabrese_m,1,2015-01-04,Supreme
thai_ckn_l,1,2015-01-04,Chicken
veggie_veg_m,1,2015-01-04,Veggie
classic_dlx_l,1,2015-01-04,Classic
spinach_supr_s,1,2015-01-04,Supreme
ital_supr_s,1,2015-01-04,Supreme
spicy_ital_l,1,2015-01-04,Supreme
bbq_ckn_l,1,2015-01-04,Chicken
ckn_pesto_l,1,2015-01-04,Chicken
ckn_alfredo_m,1,2015-01-04,Chicken
pepperoni_l,1,2015-01-04,Classic
hawaiian_m,1,2015-01-04,Classic
sicilian_m,1,2015-01-04,Supreme
spinach_supr_s,1,2015-01-04,Supreme
hawaiian_s,1,2015-01-04,Classic
thai_ckn_l,1,2015-01-04,Chicken
bbq_ckn_l,1,2015-01-04,Chicken
calabrese_s,1,2015-01-04,Supreme
four_cheese_m,1,2015-01-04,Veggie
mexicana_m,1,2015-01-04,Veggie
prsc_argla_m,1,2015-01-04,Supreme
brie_carre_s,1,2015-01-04,Supreme
bbq_ckn_l,1,2015-01-04,Chicken
brie_carre_s,1,2015-01-04,Supreme
ckn_alfredo_l,1,2015-01-05,Chicken
classic_dlx_m,1,2015-01-05,Classic
pepperoni_l,1,2015-01-05,Classic
five_cheese_l,1,2015-01-05,Veggie
the_greek_l,1,2015-01-05,Classic
brie_carre_s,1,2015-01-05,Supreme
cali_ckn_m,1,2015-01-05,Chicken
spin_pesto_l,1,2015-01-05,Veggie
mexicana_m,1,2015-01-05,Veggie
ckn_alfredo_m,1,2015-01-05,Chicken
mexicana_l,1,2015-01-05,Veggie
sicilian_m,1,2015-01-05,Supreme
spicy_ital_l,1,2015-01-05,Supreme
peppr_salami_m,1,2015-01-05,Supreme
four_cheese_l,1,2015-01-05,Veggie
mediterraneo_l,1,2015-01-05,Veggie
napolitana_s,1,2015-01-05,Classic
ital_supr_l,1,2015-01-05,Supreme
pepperoni_s,1,2015-01-05,Classic
ckn_alfredo_m,1,2015-01-05,Chicken
southw_ckn_l,1,2015-01-05,Chicken
spin_pesto_l,1,2015-01-05,Veggie
thai_ckn_l,1,2015-01-05,Chicken
big_meat_s,1,2015-01-05,Classic
cali_ckn_m,2,2015-01-05,Chicken
ckn_alfredo_m,2,2015-01-05,Chicken
ckn_pesto_l,2,2015-01-05,Chicken
classic_dlx_m,1,2015-01-05,Classic
ital_supr_m,1,2015-01-05,Supreme
sicilian_s,1,2015-01-05,Supreme
soppressata_m,1,2015-01-05,Supreme
southw_ckn_m,1,2015-01-05,Chicken
the_greek_s,1,2015-01-05,Classic
ital_supr_m,1,2015-01-05,Supreme
soppressata_s,1,2015-01-05,Supreme
four_cheese_l,1,2015-01-05,Veggie
thai_ckn_l,1,2015-01-05,Chicken
classic_dlx_l,1,2015-01-05,Classic
five_cheese_l,1,2015-01-05,Veggie
pepperoni_s,1,2015-01-05,Classic
sicilian_m,1,2015-01-05,Supreme
five_cheese_l,1,2015-01-05,Veggie
spicy_ital_l,1,2015-01-05,Supreme
veggie_veg_m,1,2015-01-05,Veggie
sicilian_s,1,2015-01-05,Supreme
classic_dlx_s,1,2015-01-05,Classic
five_cheese_l,1,2015-01-05,Veggie
peppr_salami_l,1,2015-01-05,Supreme
spin_pesto_l,1,2015-01-05,Veggie
napolitana_m,1,2015-01-05,Classic
four_cheese_m,1,2015-01-05,Veggie
hawaiian_s,1,2015-01-05,Classic
napolitana_m,1,2015-01-05,Classic
prsc_argla_l,1,2015-01-05,Supreme
ital_supr_m,1,2015-01-05,Supreme
peppr_salami_l,1,2015-01-05,Supreme
ital_supr_m,1,2015-01-05,Supreme
pep_msh_pep_m,1,2015-01-05,Classic
pepperoni_m,1,2015-01-05,Classic
sicilian_s,1,2015-01-05,Supreme
brie_carre_s,1,2015-01-05,Supreme
prsc_argla_l,1,2015-01-05,Supreme
spinach_supr_l,1,2015-01-05,Supreme
five_cheese_l,1,2015-01-05,Veggie
classic_dlx_s,1,2015-01-05,Classic
veggie_veg_m,1,2015-01-05,Veggie
bbq_ckn_l,1,2015-01-05,Chicken
ckn_alfredo_m,2,2015-01-05,Chicken
four_cheese_m,1,2015-01-05,Veggie
spin_pesto_m,1,2015-01-05,Veggie
spinach_fet_l,1,2015-01-05,Veggie
classic_dlx_s,1,2015-01-05,Classic
ital_veggie_s,1,2015-01-05,Veggie
bbq_ckn_m,1,2015-01-05,Chicken
ital_supr_l,1,2015-01-05,Supreme
thai_ckn_l,1,2015-01-05,Chicken
cali_ckn_m,1,2015-01-05,Chicken
green_garden_s,1,2015-01-05,Veggie
ital_cpcllo_s,1,2015-01-05,Classic
thai_ckn_m,1,2015-01-05,Chicken
southw_ckn_m,1,2015-01-05,Chicken
cali_ckn_m,1,2015-01-05,Chicken
cali_ckn_s,1,2015-01-05,Chicken
ckn_alfredo_m,1,2015-01-05,Chicken
