pizza_name_id,order_date,daily_sales
bbq_ckn_l,2015-07-14,2
bbq_ckn_l,2015-07-15,2
bbq_ckn_l,2015-07-16,3
bbq_ckn_l,2015-07-17,3
bbq_ckn_l,2015-07-18,1
bbq_ckn_l,2015-07-19,3
bbq_ckn_l,2015-07-20,2
bbq_ckn_l,2015-07-21,1
bbq_ckn_l,2015-07-22,1
bbq_ckn_l,2015-07-23,2
bbq_ckn_l,2015-07-24,5
bbq_ckn_l,2015-07-25,1
bbq_ckn_l,2015-07-26,3
bbq_ckn_l,2015-07-27,3
bbq_ckn_l,2015-07-28,2
bbq_ckn_l,2015-07-29,3
bbq_ckn_l,2015-07-30,2
bbq_ckn_l,2015-07-31,1
bbq_ckn_l,2015-08-01,6
bbq_ckn_l,2015-08-02,4
bbq_ckn_l,2015-08-03,4
bbq_ckn_l,2015-08-04,2
bbq_ckn_l,2015-08-05,2
bbq_ckn_l,2015-08-06,3
bbq_ckn_l,2015-08-07,4
bbq_ckn_l,2015-08-08,1
bbq_ckn_l,2015-08-10,2
bbq_ckn_l,2015-08-11,2
bbq_ckn_l,2015-08-12,2
bbq_ckn_l,2015-08-14,2
bbq_ckn_l,2015-08-15,2
bbq_ckn_l,2015-08-16,4
bbq_ckn_l,2015-08-17,4
bbq_ckn_l,2015-08-18,3
bbq_ckn_l,2015-08-19,2
bbq_ckn_l,2015-08-20,3
bbq_ckn_l,2015-08-22,3
bbq_ckn_l,2015-08-23,1
bbq_ckn_l,2015-08-24,2
bbq_ckn_l,2015-08-25,1
bbq_ckn_l,2015-08-26,3
bbq_ckn_l,2015-08-28,5
bbq_ckn_l,2015-08-29,6
bbq_ckn_l,2015-08-30,3
bbq_ckn_l,2015-08-31,1
bbq_ckn_l,2015-09-01,5
bbq_ckn_l,2015-09-02,1
bbq_ckn_l,2015-09-03,5
bbq_ckn_l,2015-09-04,3
bbq_ckn_l,2015-09-05,4
bbq_ckn_l,2015-09-08,5
bbq_ckn_l,2015-09-09,1
bbq_ckn_l,2015-09-10,3
bbq_ckn_l,2015-09-11,3
bbq_ckn_l,2015-09-12,2
bbq_ckn_l,2015-09-13,4
bbq_ckn_l,2015-09-14,2
bbq_ckn_l,2015-09-15,3
bbq_ckn_l,2015-09-16,3
bbq_ckn_l,2015-09-17,1
bbq_ckn_l,2015-09-18,1
bbq_ckn_l,2015-09-19,8
bbq_ckn_l,2015-09-20,3
bbq_ckn_l,2015-09-21,2
bbq_ckn_l,2015-09-22,1
bbq_ckn_l,2015-09-23,4
bbq_ckn_l,2015-09-26,6
bbq_ckn_l,2015-09-27,3
bbq_ckn_l,2015-09-28,4
bbq_ckn_l,2015-09-29,2
bbq_ckn_l,2015-09-30,3
bbq_ckn_l,2015-10-01,4
bbq_ckn_l,2015-10-02,5
bbq_ckn_l,2015-10-04,5
bbq_ckn_l,2015-10-06,1
bbq_ckn_l,2015-10-08,2
bbq_ckn_l,2015-10-09,6
bbq_ckn_l,2015-10-10,2
bbq_ckn_l,2015-10-11,3
bbq_ckn_l,2015-10-13,3
bbq_ckn_l,2015-10-14,1
bbq_ckn_l,2015-10-15,4
bbq_ckn_l,2015-10-17,5
bbq_ckn_l,2015-10-18,2
bbq_ckn_l,2015-10-20,2
bbq_ckn_l,2015-10-22,3
bbq_ckn_l,2015-10-23,5
bbq_ckn_l,2015-10-25,2
bbq_ckn_l,2015-10-28,3
bbq_ckn_l,2015-10-29,1
bbq_ckn_l,2015-10-30,3
bbq_ckn_l,2015-10-31,3
bbq_ckn_l,2015-11-01,3
bbq_ckn_l,2015-11-02,6
bbq_ckn_l,2015-11-04,2
bbq_ckn_l,2015-11-05,3
bbq_ckn_l,2015-11-06,5
bbq_ckn_l,2015-11-07,4
bbq_ckn_l,2015-11-08,2
bbq_ckn_l,2015-11-09,4
bbq_ckn_l,2015-11-10,2
bbq_ckn_l,2015-11-11,3
bbq_ckn_l,2015-11-12,1
bbq_ckn_l,2015-11-13,1
bbq_ckn_l,2015-11-14,3
bbq_ckn_l,2015-11-15,5
bbq_ckn_l,2015-11-16,3
bbq_ckn_l,2015-11-17,4
bbq_ckn_l,2015-11-18,2
bbq_ckn_l,2015-11-19,3
bbq_ckn_l,2015-11-20,3
bbq_ckn_l,2015-11-22,4
bbq_ckn_l,2015-11-23,3
bbq_ckn_l,2015-11-24,1
bbq_ckn_l,2015-11-25,2
bbq_ckn_l,2015-11-26,6
bbq_ckn_l,2015-11-27,6
bbq_ckn_l,2015-11-28,5
bbq_ckn_l,2015-11-29,1
bbq_ckn_l,2015-11-30,2
bbq_ckn_l,2015-12-01,3
bbq_ckn_l,2015-12-02,4
bbq_ckn_l,2015-12-03,2
bbq_ckn_l,2015-12-04,3
bbq_ckn_l,2015-12-05,3
bbq_ckn_l,2015-12-06,2
bbq_ckn_l,2015-12-08,1
bbq_ckn_l,2015-12-09,4
bbq_ckn_l,2015-12-10,2
bbq_ckn_l,2015-12-11,5
bbq_ckn_l,2015-12-12,2
bbq_ckn_l,2015-12-13,4
bbq_ckn_l,2015-12-14,1
bbq_ckn_l,2015-12-15,3
bbq_ckn_l,2015-12-16,4
bbq_ckn_l,2015-12-17,5
bbq_ckn_l,2015-12-18,2
bbq_ckn_l,2015-12-19,2
bbq_ckn_l,2015-12-20,6
bbq_ckn_l,2015-12-21,4
bbq_ckn_l,2015-12-22,1
bbq_ckn_l,2015-12-23,3
bbq_ckn_l,2015-12-24,3
bbq_ckn_l,2015-12-26,3
bbq_ckn_l,2015-12-27,1
bbq_ckn_l,2015-12-29,1
bbq_ckn_l,2015-12-30,1
bbq_ckn_l,2015-12-31,5
bbq_ckn_m,2015-01-01,4
bbq_ckn_m,2015-01-02,4
bbq_ckn_m,2015-01-03,3
bbq_ckn_m,2015-01-04,4
bbq_ckn_m,2015-01-05,1
bbq_ckn_m,2015-01-06,1
bbq_ckn_m,2015-01-07,1
bbq_ckn_m,2015-01-08,3
bbq_ckn_m,2015-01-10,1
bbq_ckn_m,2015-01-11,3
bbq_ckn_m,2015-01-12,2
bbq_ckn_m,2015-01-13,2
bbq_ckn_m,2015-01-14,3
bbq_ckn_m,2015-01-15,2
bbq_ckn_m,2015-01-16,3
bbq_ckn_m,2015-01-17,2
bbq_ckn_m,2015-01-18,6
bbq_ckn_m,2015-01-19,1
bbq_ckn_m,2015-01-20,3
bbq_ckn_m,2015-01-21,2
bbq_ckn_m,2015-01-22,4
bbq_ckn_m,2015-01-23,4
bbq_ckn_m,2015-01-24,2
bbq_ckn_m,2015-01-25,2
bbq_ckn_m,2015-01-26,1
bbq_ckn_m,2015-01-27,1
bbq_ckn_m,2015-01-28,2
bbq_ckn_m,2015-01-29,3
bbq_ckn_m,2015-01-30,4
bbq_ckn_m,2015-01-31,3
bbq_ckn_m,2015-02-01,7
bbq_ckn_m,2015-02-02,3
bbq_ckn_m,2015-02-03,3
bbq_ckn_m,2015-02-04,2
bbq_ckn_m,2015-02-05,2
bbq_ckn_m,2015-02-06,2
bbq_ckn_m,2015-02-07,4
bbq_ckn_m,2015-02-08,5
bbq_ckn_m,2015-02-09,4
bbq_ckn_m,2015-02-10,1
bbq_ckn_m,2015-02-11,4
bbq_ckn_m,2015-02-12,4
bbq_ckn_m,2015-02-13,1
bbq_ckn_m,2015-02-14,3
bbq_ckn_m,2015-02-15,1
bbq_ckn_m,2015-02-16,1
bbq_ckn_m,2015-02-17,4
bbq_ckn_m,2015-02-18,2
bbq_ckn_m,2015-02-19,3
bbq_ckn_m,2015-02-20,2
bbq_ckn_m,2015-02-21,3
bbq_ckn_m,2015-02-22,2
bbq_ckn_m,2015-02-23,2
bbq_ckn_m,2015-02-24,1
bbq_ckn_m,2015-02-25,3
bbq_ckn_m,2015-02-26,2
bbq_ckn_m,2015-02-27,3
bbq_ckn_m,2015-02-28,3
bbq_ckn_m,2015-03-02,1
bbq_ckn_m,2015-03-03,2
bbq_ckn_m,2015-03-04,4
bbq_ckn_m,2015-03-05,1
bbq_ckn_m,2015-03-06,2
bbq_ckn_m,2015-03-07,6
bbq_ckn_m,2015-03-08,5
bbq_ckn_m,2015-03-09,5
bbq_ckn_m,2015-03-10,2
bbq_ckn_m,2015-03-11,1
bbq_ckn_m,2015-03-13,3
bbq_ckn_m,2015-03-14,2
bbq_ckn_m,2015-03-15,4
bbq_ckn_m,2015-03-16,4
bbq_ckn_m,2015-03-17,5
bbq_ckn_m,2015-03-18,3
bbq_ckn_m,2015-03-19,2
bbq_ckn_m,2015-03-20,2
bbq_ckn_m,2015-03-21,3
bbq_ckn_m,2015-03-23,2
bbq_ckn_m,2015-03-24,4
bbq_ckn_m,2015-03-25,2
bbq_ckn_m,2015-03-26,3
bbq_ckn_m,2015-03-27,1
bbq_ckn_m,2015-03-28,4
bbq_ckn_m,2015-03-30,3
bbq_ckn_m,2015-03-31,4
bbq_ckn_m,2015-04-01,2
bbq_ckn_m,2015-04-02,4
bbq_ckn_m,2015-04-03,3
bbq_ckn_m,2015-04-04,2
bbq_ckn_m,2015-04-05,6
bbq_ckn_m,2015-04-06,4
bbq_ckn_m,2015-04-07,1
bbq_ckn_m,2015-04-08,3
bbq_ckn_m,2015-04-09,1
bbq_ckn_m,2015-04-10,1
bbq_ckn_m,2015-04-11,3
bbq_ckn_m,2015-04-12,3
bbq_ckn_m,2015-04-13,3
bbq_ckn_m,2015-04-14,1
bbq_ckn_m,2015-04-15,5
bbq_ckn_m,2015-04-16,3
bbq_ckn_m,2015-04-17,3
bbq_ckn_m,2015-04-18,2
bbq_ckn_m,2015-04-19,3
bbq_ckn_m,2015-04-20,3
bbq_ckn_m,2015-04-21,5
bbq_ckn_m,2015-04-22,2
bbq_ckn_m,2015-04-23,4
bbq_ckn_m,2015-04-24,5
bbq_ckn_m,2015-04-25,8
bbq_ckn_m,2015-04-26,2
bbq_ckn_m,2015-04-27,6
bbq_ckn_m,2015-04-28,3
bbq_ckn_m,2015-04-29,3
bbq_ckn_m,2015-04-30,1
bbq_ckn_m,2015-05-01,2
bbq_ckn_m,2015-05-02,3
bbq_ckn_m,2015-05-03,1
bbq_ckn_m,2015-05-04,4
bbq_ckn_m,2015-05-05,3
bbq_ckn_m,2015-05-06,7
bbq_ckn_m,2015-05-07,2
bbq_ckn_m,2015-05-08,2
bbq_ckn_m,2015-05-09,4
bbq_ckn_m,2015-05-10,3
bbq_ckn_m,2015-05-11,5
bbq_ckn_m,2015-05-12,2
bbq_ckn_m,2015-05-13,1
bbq_ckn_m,2015-05-14,4
bbq_ckn_m,2015-05-15,2
bbq_ckn_m,2015-05-16,2
bbq_ckn_m,2015-05-17,3
bbq_ckn_m,2015-05-18,2
bbq_ckn_m,2015-05-19,4
bbq_ckn_m,2015-05-20,2
bbq_ckn_m,2015-05-21,2
bbq_ckn_m,2015-05-22,2
bbq_ckn_m,2015-05-24,2
bbq_ckn_m,2015-05-25,3
bbq_ckn_m,2015-05-26,6
bbq_ckn_m,2015-05-27,3
bbq_ckn_m,2015-05-28,4
bbq_ckn_m,2015-05-29,4
bbq_ckn_m,2015-05-30,4
bbq_ckn_m,2015-05-31,2
bbq_ckn_m,2015-06-01,8
bbq_ckn_m,2015-06-02,3
bbq_ckn_m,2015-06-03,2
bbq_ckn_m,2015-06-04,2
bbq_ckn_m,2015-06-05,6
bbq_ckn_m,2015-06-06,4
bbq_ckn_m,2015-06-07,1
bbq_ckn_m,2015-06-08,4
bbq_ckn_m,2015-06-09,5
bbq_ckn_m,2015-06-10,5
bbq_ckn_m,2015-06-11,5
bbq_ckn_m,2015-06-12,2
bbq_ckn_m,2015-06-13,3
bbq_ckn_m,2015-06-14,6
bbq_ckn_m,2015-06-15,3
bbq_ckn_m,2015-06-17,2
bbq_ckn_m,2015-06-19,3
bbq_ckn_m,2015-06-20,1
bbq_ckn_m,2015-06-22,1
bbq_ckn_m,2015-06-23,1
bbq_ckn_m,2015-06-24,5
bbq_ckn_m,2015-06-25,2
bbq_ckn_m,2015-06-26,5
bbq_ckn_m,2015-06-27,2
bbq_ckn_m,2015-06-28,3
bbq_ckn_m,2015-06-29,2
bbq_ckn_m,2015-06-30,4
bbq_ckn_m,2015-07-01,4
bbq_ckn_m,2015-07-03,2
bbq_ckn_m,2015-07-04,3
bbq_ckn_m,2015-07-06,2
bbq_ckn_m,2015-07-07,1
bbq_ckn_m,2015-07-08,4
bbq_ckn_m,2015-07-09,4
bbq_ckn_m,2015-07-10,4
bbq_ckn_m,2015-07-11,5
bbq_ckn_m,2015-07-12,1
bbq_ckn_m,2015-07-13,3
bbq_ckn_m,2015-07-15,1
bbq_ckn_m,2015-07-16,6
bbq_ckn_m,2015-07-17,6
bbq_ckn_m,2015-07-18,2
bbq_ckn_m,2015-07-19,5
bbq_ckn_m,2015-07-20,2
bbq_ckn_m,2015-07-21,5
bbq_ckn_m,2015-07-22,4
bbq_ckn_m,2015-07-23,5
bbq_ckn_m,2015-07-24,2
bbq_ckn_m,2015-07-25,3
bbq_ckn_m,2015-07-27,1
bbq_ckn_m,2015-07-28,2
bbq_ckn_m,2015-07-29,2
bbq_ckn_m,2015-07-30,3
bbq_ckn_m,2015-07-31,2
bbq_ckn_m,2015-08-01,2
bbq_ckn_m,2015-08-02,1
bbq_ckn_m,2015-08-03,4
bbq_ckn_m,2015-08-05,5
bbq_ckn_m,2015-08-06,2
bbq_ckn_m,2015-08-07,2
bbq_ckn_m,2015-08-08,2
bbq_ckn_m,2015-08-09,3
bbq_ckn_m,2015-08-10,2
bbq_ckn_m,2015-08-11,1
bbq_ckn_m,2015-08-12,2
bbq_ckn_m,2015-08-13,1
bbq_ckn_m,2015-08-14,6
bbq_ckn_m,2015-08-15,3
bbq_ckn_m,2015-08-16,3
bbq_ckn_m,2015-08-17,1
bbq_ckn_m,2015-08-18,1
bbq_ckn_m,2015-08-19,1
bbq_ckn_m,2015-08-20,2
bbq_ckn_m,2015-08-21,5
bbq_ckn_m,2015-08-22,5
bbq_ckn_m,2015-08-23,1
bbq_ckn_m,2015-08-24,2
bbq_ckn_m,2015-08-25,2
bbq_ckn_m,2015-08-26,2
bbq_ckn_m,2015-08-27,4
bbq_ckn_m,2015-08-28,4
bbq_ckn_m,2015-08-29,2
bbq_ckn_m,2015-08-30,2
bbq_ckn_m,2015-08-31,2
bbq_ckn_m,2015-09-01,3
bbq_ckn_m,2015-09-02,2
bbq_ckn_m,2015-09-03,2
bbq_ckn_m,2015-09-04,4
bbq_ckn_m,2015-09-05,2
bbq_ckn_m,2015-09-06,1
bbq_ckn_m,2015-09-07,2
bbq_ckn_m,2015-09-08,1
bbq_ckn_m,2015-09-09,2
bbq_ckn_m,2015-09-10,6
bbq_ckn_m,2015-09-11,2
bbq_ckn_m,2015-09-14,2
bbq_ckn_m,2015-09-15,8
bbq_ckn_m,2015-09-16,4
bbq_ckn_m,2015-09-17,4
bbq_ckn_m,2015-09-18,2
bbq_ckn_m,2015-09-20,1
bbq_ckn_m,2015-09-21,7
bbq_ckn_m,2015-09-22,2
bbq_ckn_m,2015-09-26,2
bbq_ckn_m,2015-09-27,2
bbq_ckn_m,2015-09-28,3
bbq_ckn_m,2015-09-29,2
bbq_ckn_m,2015-09-30,3
bbq_ckn_m,2015-10-01,3
bbq_ckn_m,2015-10-02,4
bbq_ckn_m,2015-10-03,1
bbq_ckn_m,2015-10-04,5
bbq_ckn_m,2015-10-06,3
bbq_ckn_m,2015-10-07,5
bbq_ckn_m,2015-10-08,1
bbq_ckn_m,2015-10-09,1
bbq_ckn_m,2015-10-10,2
bbq_ckn_m,2015-10-11,2
bbq_ckn_m,2015-10-14,6
bbq_ckn_m,2015-10-15,6
bbq_ckn_m,2015-10-16,3
bbq_ckn_m,2015-10-17,5
bbq_ckn_m,2015-10-18,6
bbq_ckn_m,2015-10-20,1
bbq_ckn_m,2015-10-21,1
bbq_ckn_m,2015-10-22,2
bbq_ckn_m,2015-10-23,1
bbq_ckn_m,2015-10-24,2
bbq_ckn_m,2015-10-27,3
bbq_ckn_m,2015-10-28,2
bbq_ckn_m,2015-10-29,2
bbq_ckn_m,2015-10-30,3
bbq_ckn_m,2015-10-31,1
bbq_ckn_m,2015-11-02,6
bbq_ckn_m,2015-11-03,2
bbq_ckn_m,2015-11-04,1
bbq_ckn_m,2015-11-05,1
bbq_ckn_m,2015-11-06,3
bbq_ckn_m,2015-11-07,2
bbq_ckn_m,2015-11-08,3
bbq_ckn_m,2015-11-09,2
bbq_ckn_m,2015-11-10,1
bbq_ckn_m,2015-11-11,3
bbq_ckn_m,2015-11-12,6
bbq_ckn_m,2015-11-13,3
bbq_ckn_m,2015-11-14,2
bbq_ckn_m,2015-11-15,2
bbq_ckn_m,2015-11-16,2
bbq_ckn_m,2015-11-17,3
bbq_ckn_m,2015-11-18,4
bbq_ckn_m,2015-11-19,4
bbq_ckn_m,2015-11-20,2
bbq_ckn_m,2015-11-21,2
bbq_ckn_m,2015-11-22,1
bbq_ckn_m,2015-11-23,7
bbq_ckn_m,2015-11-24,1
bbq_ckn_m,2015-11-25,2
bbq_ckn_m,2015-11-26,3
bbq_ckn_m,2015-11-27,7
bbq_ckn_m,2015-11-28,2
bbq_ckn_m,2015-11-29,2
bbq_ckn_m,2015-11-30,9
bbq_ckn_m,2015-12-01,1
bbq_ckn_m,2015-12-02,2
bbq_ckn_m,2015-12-03,1
bbq_ckn_m,2015-12-04,3
bbq_ckn_m,2015-12-05,1
bbq_ckn_m,2015-12-06,1
bbq_ckn_m,2015-12-07,3
bbq_ckn_m,2015-12-08,1
bbq_ckn_m,2015-12-10,2
bbq_ckn_m,2015-12-11,6
bbq_ckn_m,2015-12-12,4
bbq_ckn_m,2015-12-13,1
bbq_ckn_m,2015-12-14,2
bbq_ckn_m,2015-12-15,1
bbq_ckn_m,2015-12-16,1
bbq_ckn_m,2015-12-17,2
bbq_ckn_m,2015-12-19,2
bbq_ckn_m,2015-12-20,5
bbq_ckn_m,2015-12-21,2
bbq_ckn_m,2015-12-22,1
bbq_ckn_m,2015-12-23,2
bbq_ckn_m,2015-12-27,3
bbq_ckn_m,2015-12-28,1
bbq_ckn_m,2015-12-29,3
bbq_ckn_m,2015-12-30,4
bbq_ckn_m,2015-12-31,4
bbq_ckn_s,2015-01-01,1
bbq_ckn_s,2015-01-02,2
bbq_ckn_s,2015-01-03,1
bbq_ckn_s,2015-01-07,3
bbq_ckn_s,2015-01-09,2
bbq_ckn_s,2015-01-10,2
bbq_ckn_s,2015-01-11,2
bbq_ckn_s,2015-01-12,2
bbq_ckn_s,2015-01-14,1
bbq_ckn_s,2015-01-16,3
bbq_ckn_s,2015-01-17,2
bbq_ckn_s,2015-01-18,1
bbq_ckn_s,2015-01-19,1
bbq_ckn_s,2015-01-21,1
bbq_ckn_s,2015-01-22,3
bbq_ckn_s,2015-01-23,4
bbq_ckn_s,2015-01-24,2
bbq_ckn_s,2015-01-25,1
bbq_ckn_s,2015-01-29,1
bbq_ckn_s,2015-01-30,1
bbq_ckn_s,2015-02-01,1
bbq_ckn_s,2015-02-02,1
bbq_ckn_s,2015-02-03,4
bbq_ckn_s,2015-02-04,3
bbq_ckn_s,2015-02-07,2
bbq_ckn_s,2015-02-10,1
bbq_ckn_s,2015-02-11,2
bbq_ckn_s,2015-02-12,2
bbq_ckn_s,2015-02-13,1
bbq_ckn_s,2015-02-14,2
bbq_ckn_s,2015-02-15,1
bbq_ckn_s,2015-02-17,1
bbq_ckn_s,2015-02-18,2
bbq_ckn_s,2015-02-19,3
bbq_ckn_s,2015-02-20,3
bbq_ckn_s,2015-02-21,1
bbq_ckn_s,2015-02-24,2
bbq_ckn_s,2015-02-25,1
bbq_ckn_s,2015-02-28,2
bbq_ckn_s,2015-03-02,5
bbq_ckn_s,2015-03-03,2
bbq_ckn_s,2015-03-05,2
bbq_ckn_s,2015-03-06,3
bbq_ckn_s,2015-03-07,2
bbq_ckn_s,2015-03-08,3
bbq_ckn_s,2015-03-09,3
bbq_ckn_s,2015-03-10,1
bbq_ckn_s,2015-03-11,2
bbq_ckn_s,2015-03-12,2
bbq_ckn_s,2015-03-13,3
bbq_ckn_s,2015-03-14,1
bbq_ckn_s,2015-03-15,4
bbq_ckn_s,2015-03-17,3
bbq_ckn_s,2015-03-18,2
bbq_ckn_s,2015-03-19,1
bbq_ckn_s,2015-03-20,4
bbq_ckn_s,2015-03-23,2
bbq_ckn_s,2015-03-25,1
bbq_ckn_s,2015-03-26,2
bbq_ckn_s,2015-03-27,1
bbq_ckn_s,2015-03-28,1
bbq_ckn_s,2015-03-29,1
bbq_ckn_s,2015-03-30,2
bbq_ckn_s,2015-04-02,1
bbq_ckn_s,2015-04-03,1
bbq_ckn_s,2015-04-04,1
bbq_ckn_s,2015-04-05,2
bbq_ckn_s,2015-04-06,3
bbq_ckn_s,2015-04-07,2
bbq_ckn_s,2015-04-08,4
bbq_ckn_s,2015-04-09,2
bbq_ckn_s,2015-04-10,2
